codigo_ibge7;codigo_ibge6;municipio;uf;regiao;populacao_est2018;porte_ibge;porte_sisan;mapasan2018;sisan;data_adesao;participou;mais200milhab;capital;ano_adesao;mes_ano_adesao;codigo_sequencia;v9136;v9137;v9138;v9139;v9140;v9141;v9142;v9143;v9144;v9145;v9157_1;v9157_2;v9157_3;v9157_4;v9157_98;v9157_99;v9146;v9147;v9148;v9152;v9149;v9948;v9151;v9150;v9153;v9154_1;v9154_2;v9154_3;v9154_4;v9154_5;v9154_6;v9154_7;v9154_98;v9154_8;v9156;v9159_1;v9159_2;v9159_3;v9159_4;v9159_5;v9159_6;v9159_7;v9159_8;v9159_98;v9159_99;v9160;v9163_1;v9163_2;v9163_3;v9163_4;v9163_98;v9163_99;v14143;v14144_2;v14144_4;v14144_6;v14144_8;v14144_10;v14144_12;p_latitude;p_longitude
2303709;230370;2303709;23;2;363982;6;4;1;1;27/nov/14;6047;1;0;2014;01/nov/14;3548;Cozinha Comunitaria Araturi;Rua Central, s/n;Araturi;61655-490;Caucaia;CE;(85) 33428124;nutricionista@sas.caucaia.ce.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3768861993677810;-3.8631513118743904E+16
2612208;261220;2612208;26;2;60604;5;2;1;0;;4033;0;0;;;3510;COZINHA COMUNITARIA AMUSA;RUA BUENO AIRES, 50;COHAB;56000-000;Salgueiro;PE;(87) 38716054;amusasalgueiro@hotmail.com;https://www.facebook.com/amusa.cozinha;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80691725155462;-391394591331482
1706001;170600;1706001;17;1;5536;2;1;1;0;;6047;0;0;;;3089;COZINHA COMUNITARIA;Rua 05;Centro;77750000;Couto de Magalhaes;TO;(63) 34681125;assistenciasocialcouto@gmail.com;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8360583;-491773955
2305209;230520;2305209;23;2;20352;4;1;1;0;;6047;0;0;;;3163;COZINHA COMUNITARIA;Rua Sete de Setembro, s n°;Centro;62270000;Hidrolandia;CE;(88) 36381668;hidrolandiasaste@gmail.com;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Estamos aguardando o processo licitatorio para compra de materiais e alimentos para o funcionamento da Cozinha Comunitaria;;;;;;;;;;;;;;-4408;-40438
1501907;150190;1501907;15;1;28832;4;1;1;0;;2018;0;0;;;3649;Cozinha Comunitaria;Rua: Dom Pedro II, Nº 38 B;Centro;68670-000;Bujaru;PA;(91) 37461608;semteps_buj@hotmail.com;bujaru.pa.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1515732606902610;-4804617404937740
1508126;150812;1508126;15;1;57632;5;2;1;0;;4033;0;0;;;3623;Cozinha Comunitaria;RUA VITORIA;Resende II;68632-000;Ulianopolis;PA;(91) 99787098;smas.pmu@bol.com.br;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;-3737033565417560;-4.7501235008239696E+16
1508407;150840;1508407;15;1;44410;4;1;1;0;;2018;0;0;;;3645;Cozinha Comunitaria;Rua Marechal Rondon lote 3 Qd 11 esquina com Joao Luiz p.carvalho;Setor Bela Vista;68555-000;Xinguara;PA;(94) 92251660;xinguara.social@gmail.com;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7096868256626340;-4.9943187832832304E+16
1706001;170600;1706001;17;1;5536;2;1;1;0;;6047;0;0;;;3621;Cozinha Comunitaria;Rua 05 s/n;Centro;77750-000;Couto de Magalhaes;TO;(63) 34681125;crascoutoto@gmail.com;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8360583;-491773955
2104651;210465;2104651;21;2;10211;3;1;1;0;;2018;0;0;;;3702;Cozinha Comunitaria;Avenida JK;Centro;65363-000;Governador Newton Bello;MA;(98) 981737441;comseagnbello@hotmail.com;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Inauguracao em breve. Mes de novembro;;;;;;;;;;;;;;-3426;-45676
2109759;210975;2109759;21;2;7719;2;1;1;1;17/abr/18;2018;0;0;2018;01/abr/18;3694;Cozinha Comunitaria;AVENIDA VALENTIM GOMES;CENTRO;65768-000;Santa Filomena do Maranhao;MA;(99) 35661049;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5498196;-44558146
2302503;230250;2302503;23;2;49109;4;1;1;1;10/fev/17;6047;0;0;2017;01/fev/17;3269;Cozinha Comunitaria;Rua Manoel Leite de Moura, 1066, ao lado do Projeto ABC;Centro;63260000;Brejo Santo;CE;(88) 35311282;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aguardando inauguracao;;;;;;;;;;;;;;-7493;-38985
2305902;230590;2305902;23;2;38205;4;1;1;1;27/nov/14;6047;0;0;2014;01/nov/14;3256;Cozinha Comunitaria;Rua Jose Miraugusto Campos Farias,sem numero;Centro;62230000;Ipueiras;CE;(88) 99597759;flaubertbrito@hotmail.com;nao tem;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;-4543222687906740;-4071345448493950
2928802;292880;2928802;29;2;52413;5;2;1;0;;6047;0;0;;;3466;Cozinha Comunitaria;Av. Passos Ferreira;Centro;44190-000;Santo Estevao;BA;(75) 32452641;andreaserra.semas@hotmail.com;www.santoestevao.ba.gov.br;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12.43;-39251
3116159;311615;3116159;31;3;13397;3;1;1;0;;6047;0;0;;;3200;Cozinha Comunitaria;Rua idearte Alves de Souza, 180;Centro;39341000;Chapada Gaucha;MG;(38) 36341276;social@chapadagaucha.mg.gov.br;nao possui;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.52961486321816E+16;-4562381744384760
3119104;311910;3119104;31;3;23797;4;1;1;0;;6047;0;0;;;3525;Cozinha Comunitaria;Rua Presidente Bernardes;Centro;39200-000;Corinto;MG;(38) 37511339;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.83808568097836E+16;-4445742666721340
3170404;317040;3170404;31;3;83808;5;2;1;0;;6047;0;0;;;3208;Cozinha Comunitaria;Und 2: Avenida Frei Estevao, 500, esquina com a Rua Paulo Gonzaga;Bairro Lunas;38610-000;Unai;MG;(38) 36779610;guilhermeribeiro@bol.com.br;www.prefeituraunai.mg.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-163596675;-46902586
3505500;350550;3505500;35;3;121344;6;3;1;0;;6047;0;0;;;3249;Cozinha Comunitaria;Avenida Tomas de Paula Oliveira, 480;Licia;14781439;Barretos;SP;(17) 33244555;cozinhacomunitaria@barretos.sp.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.05482786467861E+16;-4856004238128660
4120309;412030;4120309;41;4;4068;1;1;1;1;21/mar/16;6047;0;0;2016;01/mar/16;3504;Cozinha Comunitaria;Osvaldo Gomes da Silva;Centro;84615-000;Porto Vitoria;PR;(42) 35731212;comsea@portovitoria.pr.gov.br;nao possui;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;-2.61658766591876E+16;-5122693061828610
4125902;412590;4125902;41;4;2338;1;1;1;1;13/dez/16;6047;0;0;2016;01/dez/16;3057;Cozinha Comunitaria;Rua Porto Alegre,;Sao Pedro do Parana;87955000;Sao Pedro do Parana;PR;(44) 34641173;sas.sppr@gmail.com;www.saopedrodoparana.pr.gov.br;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.28268599548237E+16;-5322251558303830
3170404;317040;3170404;31;3;83808;5;2;1;0;;6047;0;0;;;3209;cozinha comunitaria;Und 1: Rua da Serra, 299;Bairro Santa Luzia;38610000;Unai;MG;(38) 6779610;guilhermeribeiro@bol.com.br;www.prefeituraunai.mg.gov.br;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.63730500372665E+16;-4.6886022907257E+16
3201209;320120;3201209;32;3;207324;6;4;1;1;17/abr/18;6047;1;0;2018;01/abr/18;3019;cozinha comunitaria;Rua Pedro Vivacqua, Praca central;Bairro Distrito de Itaoca;29309320;Cachoeiro de Itapemirim;ES;(28) 31555301;semdes.san@gmail.com;nao possui;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-20849;-41113
4310603;431060;4310603;43;4;37757;4;1;1;0;;2018;0;0;;;3687;cozinha comunitaria;castelo branco,1985;cidade alta;97650-000;Itaqui;RS;(55) 34335077;smtas@itaqui.rs.gov.br;nao;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.913383231031E+16;-5655538558959960
3135100;313510;3135100;31;3;71265;5;2;1;0;;6047;0;0;;;3642;COAINHA COMUNITAIA;RUA GENESIO CANGUSSO;VEREDAS;39440-000;Janauba;MG;(38) 38214512;secsocial@janauba.mg.gov.br;nao ha;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.57934511362028E+16;-4331872701644890
2925204;292520;2925204;29;2;39045;4;1;1;0;;2018;0;0;;;3678;CANTINA MUNICIPAL;CENTRO DE ABASTIMENTO;NOVA POJUCA;48120-000;Pojuca;BA;(71) 34651145;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12431;-38328
2302305;230230;2302305;23;2;32593;4;1;1;0;;6047;0;0;;;3370;BENEDITO LOPES DA SILVEIRA;Rua Humaita, S/N;Centro;62570-000;Bela Cruz;CE;(88) 36633111;assistenciasocial@belacruz.ce.gov.br;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.05530365797264E+16;-4.01661014556884E+16
2923902;292390;2923902;29;2;9981;2;1;1;0;;6047;0;0;;;3591;Associacao de Mulheres da Agricultura Familiar do Corrego das Pratas - AMAF;Fazenda Santa Luz, Regiao das Pratas (Proximo da Escola Municipal Josefa Augusto e da Igreja Assembleia de Deus);Zona Rural;45890-000;Pau Brasil;BA;(73) 81677107;associacaodemulheresdacascata@gmail.com;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-15464;-39651
4118105;411810;4118105;41;4;11361;3;1;1;0;;2018;0;0;;;3695;APMIF;RUA TIRADENTES;CENTRO;87660-000;Paranacity;PR;(44) 34632348;apmifparanacity@yahoo.com.br;nao possui;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;-2292725116712410;-5215564012527460
4305108;430510;4305108;43;4;504069;7;5;1;1;20/nov/13;6047;1;0;2013;01/nov/13;3455;Acao Comunitaria Integrada Basilio Tcacenco;Rua Flavio Chaves, 203;Aeroporto;95098-160;Caxias do Sul;RS;(54) 39011305;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;-2.91959501718997E+16;-5119530736452940
2602902;260290;2602902;26;2;205112;6;4;1;0;;6047;1;0;;;3496;;Rua Cinco, s/n;Charnequinha;54505-325;Cabo de Santo Agostinho;PE;(81) 98613284;;-;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8297366179379120;-3.50407218933105E+16
